field7,field8,error_code
AUCNEGATIVE,"INVALID_REQUEST | Value '2741401246...1815942193' is invalid. A transaction with this transaction ID has already been processed but the request parameters do not match. To process a new transaction for this order, the transaction.id must be unique for the",E202      
3DS_METHOD_POSITIVE,000 | Blc|SUCCESS,E1602     
AUCNEGATIVE,N:51:NON SUFFICIENT FUNDS,E231      
ACS_REDIRECT,P9 | Enter lesser amount,E231      
AUCNEGATIVE,87 | UNKNOWN,E1633     
EVERROR,15093 | violation,E205      
3DS_METHOD_POSITIVE,Message Received Invalid,E500      
VERERROR,Verification | failed | Key encData not present,E202      
3DS_METHOD_NEGATIVE,Blc|204 | Blc|Services are unavailable. Please try again later.,E204      
3DS_VERIFICATION_NEGATIVE,,E231      
3DS_METHOD_NEGATIVE,"INVALID_REQUEST | Value '433187xxxxxx9523' is invalid. The combination of currency, card type and transaction type is not supported by a Merchant Acquirer relationship",E501      
AUCNEGATIVE,55 | Incorrect personal identification number,E710      
ACS_REDIRECT,INVALID_REQUEST | Invalid credentials.,E202      
AUCNEGATIVE,305 | Transaction Data Not Valid,E335      
REDIRECT,N:-50822:Processing error while provisioning Guest Checkout Token,E231      
3DS_METHOD_NEGATIVE,,E219      
3DS_VERIFICATION_NEGATIVE,E303 | SUCCESS,E000      
3DS_CHALLENGE_NEGATIVE,402 | Blc|Not Authenticated /Account Not Verified; Transaction denied,E317      
REDIRECT,Invalid amount,E1703     
REDIRECT,GW00555 | UNKNOWN,E231      
REDIRECT,Compliance error code for LMM,E1703     
3DS_CHALLENGE_NEGATIVE,PROCEED,E317      
,Ibibo Code NULL is not currently active on merchant,E6010     
REDIRECT,Rupay authentication error,E1703     
,UNKNOWN,E500      
ALT_ID_PROV_ERROR,EA03 | Technical error. Please try again,EA03      
AUCNEGATIVE,?:waiting authentication,E231      
,EXPIRED CARD,E1703     
REDIRECT,000 | Blc|SUCCESS,E502      
REDIRECT,N:93:Transaction cannot be completed,E1206     
AUCNEGATIVE,"Blc|202 | Blc|Invalid threeDSServerTransID, not found in transaction",E335      
,Issuer not available,E1703     
EVNEGATIVE, | ,E500      
ACS_REDIRECT,?:waiting authentication,E1206     
REDIRECT,N:-5110:Cardholder did not return from Rupay,E231      
3DS_METHOD_NEGATIVE,Blc|204 | Blc|INVALID_REQUEST::Value '529153xxxxxx2028' is invalid. Invalid card number,E204      
ACS_REDIRECT,Invalid transaction,E1703     
REDIRECT,,E502      
AUCNEGATIVE,404 | Unkonwn Error.,E207      
,N:-BEPG-0000017:Issuer authentication failure,E231      
3DS_CHALLENGE_POSITIVE,Marking transaction as dropped - CSW,E000      
REDIRECT,,E503      
AUCNEGATIVE,INVALID_REQUEST|AUTHENTICATION_INVALID_DATA_ERROR,E915      
3DS_CHALLENGE_NEGATIVE,51 | Retry the transaction later,E335      
EVPOSITIVE,Marking transaction as dropped - CSW,E231      
AUCNEGATIVE,UNKNOWN_ERROR,E1101     
3DS_METHOD_POSITIVE,AUTHORIZED,E000      
AUCNEGATIVE,Wrong transaction state,E000      
3DS_METHOD_NEGATIVE,INVALID_REQUEST | Value '220432xxxxxx6229' is invalid. value: 220432xxxxxx6229 - reason: Invalid card number,E501      
AUCNEGATIVE,901 | INVALID_TRANSACTION_TYPE,E231      
AUCNEGATIVE,System Connection Failure,E500      
AUCNEGATIVE,101 | Message not recognised,E335      
3DS_VERIFICATION_NEGATIVE,CURL_CALL_FAILURE,E231      
,Compliance error code for LMM,E1703     
AUCNEGATIVE,0 | OTP Generated Successfully,10004     
EVNEGATIVE,10004 | Invalid response from npci,E1617     
EVNEGATIVE,10004 | Something went wrong in generate otp request,E1617     
REDIRECT,Pick-up,E1703     
AUCNEGATIVE,SERVER_FAILED | Please contact customer support quoting the support code.,E207      
AUCNEGATIVE,56 | No card record,E4346     
3DS_VERIFICATION_NEGATIVE,Suspected fraud,E1633     
REDIRECT,70 | PIN data required,E1629     
3DS_CHALLENGE_NEGATIVE,408 | Blc|Unknown Error. Transaction Failed. Please try again later.,E317      
REDIRECT,phonepe,E507      
AUCNEGATIVE,Permanent system failure.,E500      
,N:51:NON SUFFICIENT FUNDS,E231      
,Ibibo Code UNKN is not currently active on merchant,E6010     
REDIRECT,04 | Pick Up Card,E310      
ACS_REDIRECT,googlepay,E501      
3DS_CHALLENGE_NEGATIVE,000 | Success,E231      
ACS_REDIRECT,No Error,E000      
AUCNEGATIVE,N:-BEPG-0000017:Issuer authentication failure,E231      
,,E6005     
REDIRECT,N:-BEPG-0000006:Rupay check bin error,E231      
AUCNEGATIVE,404 | Unkonwn Error.,E231      
AUCNEGATIVE,983 | INVALID_TRANSACTION_TYPE,E207      
3DS_CHALLENGE_NEGATIVE,983 | Declined by DS - DS dropped reason code received from ACS,E202      
REDIRECT,DECLINED (lost card),E1703     
,Expired card,E1703     
ALT_ID_PROV_ERROR,EA081|The network token provision request contained data that could not be verified,E000      
AUCNEGATIVE,50716 | Transaction declined. 3D Secure authentication failed.,E1206     
AUCNEGATIVE,,SSER001   
AUCNEGATIVE,96 | SYSTEM ERROR,E231      
REDIRECT,0 | ,
,N:91:Issuer not available,E231      
AUCNEGATIVE,,E502      
AUCNEGATIVE,402 | Blc|Not Authenticated /Account Not Verified; Transaction denied,E317      
AUCNEGATIVE,Cardholder Account Number is not in a range belonging to Issuer,E500      
3DS_CHALLENGE_NEGATIVE,T5 | Check for New information before retry,E335      
AUCNEGATIVE,5003 | The order already exists in the database.,E303      
EVPOSITIVE,62 | Restricted card,E1206     
AUCNEGATIVE,"INVALID_REQUEST | Value '2763526091...3072537053' is invalid. A transaction with this transaction ID has already been processed but the request parameters do not match. To process a new transaction for this order, the transaction.id must be unique for the",E202      
REDIRECT,Blc|0 | Blc|SUCCESS,E501      
3DS_METHOD_NEGATIVE,"Blc|204 | Blc|INVALID_REQUEST::Value '356867xxxxxx2419' is invalid. The combination of currency, card type and transaction type is not supported by a Merchant Acquirer relationship",E204      
ACS_REDIRECT,N:-BEPG-0000013:Rupay transaction error,E231      
3DS_METHOD_NEGATIVE,AUTHENTICATION_INVALID_REQUEST_ERROR,E914      
ACS_REDIRECT,phonepe,E507      
3DS_CHALLENGE_NEGATIVE,PG_FAILED | Authentication Failed,E6009     
3DS_METHOD_POSITIVE,"Value '2735162399...1410627098' is invalid. Only authentication.3ds2.transactionStatus values of ""Y"", ""N"", ""U"", ""I"" or ""A"" may be provided on a financial transaction",E1602     
EVPOSITIVE,UNKNOWN_ERROR,E1602     
AUCNEGATIVE,0 | ,E340      
REDIRECT,"36 | Restricted Card, Retain Card",E231      
AUCNEGATIVE,82 | Policy (Mastercard use only),E1633     
3DS_METHOD_ERROR,,E4506     
ACS_REDIRECT,P9 | Enter lesser amount,E1206     
3DS_CHALLENGE_NEGATIVE,"984 | Declined by DS - Challenge Cancelation Indicator populated, therefore did not route to Smart Authentication Stand-In",E202      
REDIRECT,N:-5014:Validation problem,E1206     
ACS_REDIRECT,91 | Issuer unavailable or switch inoperative,E1206     
AUCNEGATIVE,203 | Format of one or more elements is invalid according to the specification,E335      
,N:93:Transaction cannot be completed,E1206     
3DS_CHALLENGE_NEGATIVE,"984 | Blc|Authentication/Account Verification Could Not Be Performed; Technical or other problem, as indicated in ARes or RReq.",E317      
EVPOSITIVE,72 | UNKNOWN_ERROR,E501      
AUCNEGATIVE,ACS temporary unavailable,E500      
AUCNEGATIVE, | ,E1633     
ACS_REDIRECT,N:-5014:Validation problem,E1206     
ALT_ID_PROV_ERROR,EA022|Expiry year is Invalid. Please check and initiate again,EA022     
REDIRECT,D1 | UNKNOWN,E231      
EVPOSITIVE,000 | Blc|SUCCESS,E502      
REDIRECT,30 | Format error,E231      
3DS_METHOD_POSITIVE,62 | Restricted card | Decline - General decline of the card. No other information provided by the issuing bank.,E1626     
3DS_VERIFICATION_NEGATIVE,System Error response from ACS,E1633     
3DS_METHOD_POSITIVE,,E1302     
ACS_REDIRECT,T5 | CAF status = 0 or 9,E231      
AUCNEGATIVE,BEPG-0000006 | Check BIN call failed,E231      
AUCNEGATIVE,UNKNOWN,E500      
3DS_METHOD_NEGATIVE,"INVALID_REQUEST | Value '519537xxxxxx6381' is invalid. The combination of currency, card type and transaction type is not supported by a Merchant Acquirer relationship",E501      
AUCNEGATIVE,EXPIRED CARD,E1703     
EVERROR,50021 | kindly provide token authentication value if your passing Y in ext10.,E205      
3DS_METHOD_NEGATIVE,"Blc|204 | Blc|INVALID_REQUEST::Value '354059xxxxxx1195' is invalid. The combination of currency, card type and transaction type is not supported by a Merchant Acquirer relationship",E204      
AUCNEGATIVE,SERVER_ERROR|,E208      
AUCNEGATIVE,12 | Transaction not permitted to cardholder,E1642     
EVERROR,15400 | general,E308      
AUCNEGATIVE,Invalid Otp,E231      
3DS_CHALLENGE_NEGATIVE,AUTHENTICATION_FAILED | Cardholder did not complete authentication,E207      
AUCNEGATIVE,06 | Invalid card number,E305      
ALT_ID_PROV_ERROR,EA084|PAN Ineligible,EA084     
,FILTERED_DOMESTIC_PGS ,E803      
ALT_ID_PROV_ERROR,EA06|AUTHREFNO_INVALID,EA06      
,,E802      
,Do not honour,E1703     
REDIRECT,SUCCESS,E231      
,,E6005     
ALT_ID_PROV_ERROR,EA081|Invalid / Missing Field :: card expiry,EA081     
AUCNEGATIVE,911 | Suspected fraud,E335      
3DS_METHOD_POSITIVE,,E502      
REDIRECT,Do not honour,E1703     
EVERROR,50021 | Issuer Authentication Server failure,E205      
AUCNEGATIVE,,E000      
AUCNEGATIVE,101,E335      
3DS_CHALLENGE_NEGATIVE,AUTHENTICATION_FAILED | Cardholder did not complete authentication | Transaction Error,E202      
ALT_ID_PROV_ERROR,EA086|Action cannot be performed as the payment-credential request for the token was declined,EA086     
AUCNEGATIVE,918 | Very High confidence,E335      
REDIRECT,Processing error while provisioning Guest Checkout Token,E1703     
3DS_CHALLENGE_NEGATIVE,901 | Card authentication failed,E231      
AUCPOSITIVE,,E231      
3DS_METHOD_NEGATIVE,Blc|204 | Blc|INVALID_REQUEST::Invalid credentials.,E204      
ALT_ID_PROV_ERROR,UNKNOWN_ERROR,E501      
EVPOSITIVE,,E308      
AUCNEGATIVE,0 | ,E1650     
AUCNEGATIVE,51 | Retry the transaction later,E706      
3DS_CHALLENGE_NEGATIVE,AUTHENTICATION_FAILED | Cardholder did not complete authentication | Transaction Error,E1633     
AUCNEGATIVE,Invalid Otp,E503      
ACS_REDIRECT,Transaction cannot be completed,E1703     
REDIRECT,Bad Track Data,E1703     
ACS_REDIRECT,,E1602     
3DS_VERIFICATION_NEGATIVE,0,E1206     
REDIRECT,FRAUD - card function blocked,E1703     
3DS_VERIFICATION_NEGATIVE,Transaction timed out at the ACS,E1633     
3DS_METHOD_NEGATIVE,EMV3DSNS | ,E500      
,,E501      
ACS_REDIRECT,N:-BEPG-0000017:Issuer authentication failure,E231      
EVNEGATIVE,10024 | Merchant is not active,E1101     
3DS_CHALLENGE_NEGATIVE,AUTHENTICATION_FAILED | Cardholder did not complete authentication | Transaction Timed out at ACS - First CReq not received by ACS,E1633     
REDIRECT,N:ACCU800:General exception,E231      
ACS_REDIRECT,GW00555 | UNKNOWN,E231      
REDIRECT,DECLINED (cardholder not allowed),E1703     
,Rupay check bin error,E1703     
3DS_CHALLENGE_NEGATIVE,912 | Transaction not permitted to cardholder,E202      
,,EX312     
AUCNEGATIVE,922 | INVALID_TRANSACTION_TYPE,E207      
AUCNEGATIVE,14 | Transaction timed out at the ACS,E231      
AUCERROR,CURL_CALL_FAILURE,E214      
AUCERROR,"Cannot invoke ""com.payu.cardsservice.cards.dto.response.common.FormPost.getPostUri()"" because the return value of ""com.payu.cardsservice.cards.dto.response.common.Data.getFormPost()"" is null",E231      
EVERROR,10004 | Unable to reach card information service,E1617     
REDIRECT,,E308      
3DS_METHOD_NEGATIVE,AUTHENTICATION_INVALID_DATA_ERROR,E915      
AUCNEGATIVE,00 | Authentication Request Successful,E1601     
ACS_REDIRECT,,
REDIRECT,Format error,E1703     
REDIRECT,The order already exists in the database.,E1703     
AUCNEGATIVE,915 | Low confidence,E335      
3DS_CHALLENGE_NEGATIVE,922 | Blc|Not Authenticated /Account Not Verified; Transaction denied,E317      
3DS_METHOD_POSITIVE,,E501      
ACS_REDIRECT,000 | Blc|SUCCESS,E308      
AUCNEGATIVE,Session timed out,E000      
REDIRECT,0 | OTP Generated Successfully,E1206     
EVNEGATIVE,912 | Transaction not permitted to cardholder,E335      
EVNEGATIVE,10004 | INTERNAL_SERVER_ERROR,E1617     
,Session validation failed,E1703     
REDIRECT,05 | Do not honor,E231      
,Application error,E231      
ACS_REDIRECT,Invalid Otp,E308      
ACS_REDIRECT,Invalid Otp,E503      
AUCNEGATIVE,83 | System Error response from ACS,E208      
3DS_METHOD_POSITIVE,Invalid Otp,E1602     
,DECLINED (Exceeds withdrawal amount limit),E1703     
EVNEGATIVE,93 | Ecommerce Not Enabled,E205      
AUCINVALID,Invalid Otp,E1601     
,Ibibo Code SODEXO is not currently active on merchant,E6010     
3DS_CHALLENGE_NEGATIVE,000 | Blc|Not Authenticated /Account Not Verified; Transaction denied,E317      
AUCNEGATIVE,101 | Invalid Message Type,E207      
ACS_REDIRECT,AUTHORIZED,E000      
EVNEGATIVE,413 | INVALID CVD2,E205      
3DS_CHALLENGE_NEGATIVE,926 | Authentication attempted but not performed by the cardholder,E202      
3DS_METHOD_POSITIVE,Marking transaction as dropped - CS,E231      
REDIRECT,N:ACCU800:General exception,E1206     
EVPOSITIVE,,E1303     
3DS_VERIFICATION_NEGATIVE,Invalid card number,E305      
AUCNEGATIVE,03 | Invalid merchant,E341      
3DS_VERIFICATION_NEGATIVE,Low confidence,E4001     
REDIRECT,Cancelled by user,E1703     
AUCNEGATIVE,87 | Bad Track Data,E9224     
Get_cryptogram_failure,Mandatory Param Missing for Token txn store_card_token,E4932     
,Rupay authentication error,E1703     
AUCNEGATIVE,Not a MasterCard supported card range.,E500      
3DS_METHOD_POSITIVE,,E1206     
,Ibibo Code DC is not currently active on merchant,E6010     
3DS_VERIFICATION_NEGATIVE,RREQ_NOT_RECEIVED,E1633     
3DS_VERIFICATION_NEGATIVE,UNKNOWN,E1633     
ACS_REDIRECT,,E231      
AUCNEGATIVE,910 | Stolen card,E335      
AUCNEGATIVE,UNKNOWN_ERROR,E000      
REDIRECT,3DSecure authentication failed,E1703     
ACS_REDIRECT,Do not honour,E1703     
ACS_REDIRECT,J | UNKNOWN,E231      
ACS_REDIRECT,TRANSACTION_INVALID,E1206     
AUCNEGATIVE,922 | ACS technical issue,E335      
ACS_REDIRECT,Issuer authentication failure,E1703     
AUCNEGATIVE,GW00201 | Transaction not found,E1206     
REDIRECT,,E1903     
AUCNEGATIVE,device.browserDetails.language,E1302     
3DS_METHOD_NEGATIVE,412 | Transaction got declined at issuer.,E207      
3DS_VERIFICATION_NEGATIVE,Cardholder not enrolled in service,E1302     
3DS_VERIFICATION_NEGATIVE,RREQ_NOT_RECEIVED,E000      
AUCNEGATIVE,O8 | Do not retry,E207      
EVNEGATIVE,408 | ,E712      
,DECLINED (stolen),E1703     
3DS_VERIFICATION_NEGATIVE,,E308      
AUCINVALID,Invalid Otp,E000      
AUCNEGATIVE,93 | Transaction cannot be completed; violation of law,E231      
AUCNEGATIVE,912 | INVALID_TRANSACTION_TYPE,E231      
AUCNEGATIVE,51 | Retry the transaction later,E303      
REDIRECT,N:61:DECLINED (Exceeds withdrawal amount limit),E231      
,FILTERED_FOR_MCP ,E804      
ACS_REDIRECT,00 | Authentication Request Successful,E501      
REDIRECT,,E202      
AUCNEGATIVE,5002 | The merchant is not setup to support the requested service.,E207      
EVERROR,14004 | Failed to process the transaction.,E205      
,N:61:DECLINED (Exceeds withdrawal amount limit),E231      
AUCNEGATIVE,96 | SYSTEM ERROR,E4158     
AUCNEGATIVE,Transaction data not valid.,E500      
ALT_ID_PROV_ERROR,EA080|I9001,EA080     
AUCNEGATIVE,Data element not in the required format,E500      
,,EX149     
AUCNEGATIVE,05 | Do not honor,E231      
EVNEGATIVE,Blc|202 | Blc|Transaction processed for 3D Secure/Bank's Page. Waiting for Verification OTP/Password verification.,E335      
AUCNEGATIVE,62 | Restricted card,E1206     
EVPOSITIVE,K | UNKNOWN,E231      
AUCPOSITIVE,AUTHENTICATION_SUCCESSFUL | 100,E1303     
AUCNEGATIVE,404 | Unkonwn Error.,E335      
REDIRECT,No security module,E1703     
REDIRECT,,E1303     
ALT_ID_PROV_ERROR,|DpaId on-boarding in progress,          
ACS_REDIRECT,genericintent,E501      
AUCNEGATIVE,Permanent System Failure,E500      
REDIRECT,Session expired for this transaction,E1703     
3DS_METHOD_NEGATIVE,"Blc|204 | Blc|INVALID_REQUEST::Value '354047xxxxxx1097' is invalid. The combination of currency, card type and transaction type is not supported by a Merchant Acquirer relationship",E204      
AUCNEGATIVE,203 | Some fields are not valid,E335      
AUCNEGATIVE,10 | Stolen card,E1633     
REDIRECT,UNKNOWN_ERROR,E000      
3DS_METHOD_POSITIVE,UNKNOWN_ERROR,E000      
,Application error,E000      
,PG filtering based on FILTERED_FOR_SDK_3DSS_DECOUPLED_AUTH ,E803      
REDIRECT,N:-BEPG-0000015:Rupay authentication error,E231      
REDIRECT,No checking account,E1703     
REDIRECT,000 | Blc|SUCCESS,E1602     
,Ibibo Code UNIONPAY is not currently active on merchant,E6010     
REDIRECT,Invalid card number (no such Number),E1703     
REDIRECT,,E231      
REDIRECT,N:ACCU200:User Pressed cancel button,E231      
3DS_VERIFICATION_NEGATIVE,Invalid card number,E1633     
,FILTERED_FOR_MERCHANT_CURRENCY ,E803      
ACS_REDIRECT,GW00462 | Invalid Tranportal Password.,E1206     
ACS_REDIRECT,51 | Insufficient funds/over credit limit / Not sufficient funds,E1206     
AUCNEGATIVE,GW00201 | Transaction not found,E000      
AUCNEGATIVE,O6 | Suspected Fraud. Do not retry,E207      
3DS_METHOD_POSITIVE,Cancel api failed with response decision as  and reason code ,E1206     
REDIRECT,QR,E501      
AUCNEGATIVE,201 | acsReferenceNumber,E207      
3DS_CHALLENGE_ERROR,UNKNOWN_ERROR,E1633     
AUCNEGATIVE,T5 | Check for New information before retry,E9248     
REDIRECT,N:ACCU200:User Pressed cancel button,E1206     
AUCNEGATIVE,913 | Cardholder not enrolled in service,E335      
REDIRECT,No card record,E1703     
REDIRECT,DECLINED (terminal not allowed),E1703     
,Mandatory Param Missing for Token txn store_card_token,E1101     
,N:ACCU200:User Pressed cancel button,E231      
REDIRECT,Transaction Completed,E000      
AUCNEGATIVE,914 | INVALID_TRANSACTION_TYPE,E207      
REDIRECT,57 | Transaction not permitted to issuer/cardholder,E1642     
AUCNEGATIVE,87 | No Envelope Inserted,E231      
ACS_REDIRECT,Blc|0 | Blc|SUCCESS,E231      
AUCNEGATIVE,412 | Issuer Authentication Server failure,E4934     
AUCNEGATIVE,403 | BANK API error occurred,E207      
AUCNEGATIVE,56 | DECLINED (no card),E4346     
3DS_VERIFICATION_NEGATIVE,No Card Record,E1633     
3DS_CHALLENGE_NEGATIVE,05 | Do not honour,E335      
AUCNEGATIVE,05 | Do not honour,E307      
AUCNEGATIVE,,E317      
,Invalid card number (no such Number),E1703     
AUCNEGATIVE,305 | Cardholder Account Number is not in a range belonging to Issuer,E335      
AUCNEGATIVE,301 | Transaction ID is recognised as a duplicate.,E335      
,DECLINED (terminal not allowed),E1703     
REDIRECT,N:-5014:Validation problem,E308      
AUCNEGATIVE,Duplicate transaction,E500      
,PG filtering based on AltId supported PGs ,E803      
AUCNEGATIVE,405 | System Connection Failure,E207      
AUCNEGATIVE,405,E335      
AUCNEGATIVE,402 | DS Response is blank,E335      
VERERROR,Verification | failed | Key encData not present,E231      
ACS_REDIRECT,AUTHENTICATION_SUCCESSFUL|Transaction failed in Authorization,E308      
REDIRECT,paytm,E501      
EVERROR,10004 | Could not get the proper response from NPCI,E1617     
3DS_METHOD_NEGATIVE,"Blc|204 | Blc|INVALID_REQUEST::Value '355193xxxxxx4792' is invalid. The combination of currency, card type and transaction type is not supported by a Merchant Acquirer relationship",E204      
ACS_REDIRECT,,E1206     
AUCNEGATIVE,Format of one or more elements is invalid according to the specification.,E500      
REDIRECT,Mobile number record not found/ mis-match,E1703     
AUCNEGATIVE,65 | Exceeds withdrawal frequency limit,E909      
ACS_REDIRECT,57 | Transaction not permitted to issuer/cardholder,E231      
REDIRECT,Application error,E000      
ACS_REDIRECT,QR,E308      
AUCNEGATIVE,101 | Invalid Message Type,E231      
EVPOSITIVE,,
3DS_METHOD_POSITIVE,,E1608     
ACS_REDIRECT,Issuer not available,E1703     
ACS_REDIRECT,QR,E501      
EVPOSITIVE,0 | OTP Generated Successfully,E502      
3DS_METHOD_NEGATIVE,"INVALID_REQUEST | Value '492125xxxxxx2047' is invalid. The combination of currency, card type and transaction type is not supported by a Merchant Acquirer relationship",E501      
ACS_REDIRECT,51 | Insufficient funds/over credit limit / Not sufficient funds,E231      
ACS_REDIRECT,CA | Acquirer compliance,E1206     
AUCNEGATIVE,200 | Blc|Unknown Error. Transaction Failed. Please try again later.,E335      
REDIRECT,0 | OTP Generated Successfully,E501      
REDIRECT,?:waiting authentication,E308      
ALT_ID_PROV_ERROR,EA080|I0001,EA080     
,Transaction Completed,E000      
REDIRECT,T8 | UNKNOWN,E231      
ACS_REDIRECT,UNKNOWN_ERROR,E231      
REDIRECT,DECLINED (restricted card),E1703     
,Invalid data was posted to Issuer,E1703     
3DS_CHALLENGE_NEGATIVE,SECURE_3D_AUTHENTICATION_ERROR,E317      
3DS_CHALLENGE_NEGATIVE,907 | Blc|Not Authenticated /Account Not Verified; Transaction denied,E317      
AUCNEGATIVE,910 | INVALID_TRANSACTION_TYPE,E207      
ACS_REDIRECT,Invalid Otp,E231      
REDIRECT,GW00201 | Transaction not found,E000      
REDIRECT,GW00201 | Transaction not found,E1903     
REDIRECT,Invalid merchant,E1703     
REDIRECT,Session validation failed,E1703     
3DS_METHOD_POSITIVE,,E000      
EVPOSITIVE,GW00462 | Invalid Tranportal Password.,E231      
ACS_REDIRECT,,E502      
EVERROR,50021 | Bad AcquiringBank configured for merchant_id(83992952) in pg_instance_id(37887779)!,E205      
AUCERROR,,E214      
,,E502      
REDIRECT,UNKNOWN,E500      
REDIRECT,UNKNOWN_ERROR,E1206     
,,
,Invalid merchant,E1703     
3DS_CHALLENGE_NEGATIVE,AUTHENTICATION_FAILED | Cardholder did not complete authentication | Cardholder selected Cancel,E207      
AUCNEGATIVE,Blc|202 | Blc|FAILURE::DO_NOT_PROCEED,E335      
AUCPOSITIVE,,E503      
3DS_CHALLENGE_NEGATIVE,50716 | Transaction declined. 3D Secure authentication failed.,E335      
,General exception,E1703     
EVERROR,10004 | Something went wrong in checkbin request,E1617     
AUCNEGATIVE,Message received invalid,E500      
,Ibibo Code UNKNOWN is not currently active on merchant,E6010     
3DS_METHOD_NEGATIVE,Blc|204 | Blc|INVALID_REQUEST::Value '222841xxxxxx8081' is invalid. Invalid card number,E204      
AUCNEGATIVE,T8 | Invalid account,E207      
AUCNEGATIVE,,E308      
AUCNEGATIVE,Blc|202 | Blc|Transaction Failed  Please contact with admin.,E335      
EVNEGATIVE,DOI | Validation Error-Duplicate Order Id Received,E500      
3DS_METHOD_NEGATIVE,96 | Issuer System Failure,E500      
AUCNEGATIVE,Transient System Failure,E500      
AUCNEGATIVE,983 | Declined by DS - DS dropped reason code received from ACS,E335      
,,E1660     
ACS_REDIRECT,19 | Re-enter Transaction | Decline - General decline of the card. No other information provided by the issuing bank.,E345      
AUCNEGATIVE,T5 | Check for New information before retry,E303      
AUCNEGATIVE,305 | Transaction ID has already been received and processed.,E231      
3DS_METHOD_NEGATIVE,3DS201 | ,E213      
,Invalid account,E1703     
,N:57:DECLINED (cardholder not allowed),E231      
REDIRECT,Validation problem,E000      
,Format error,E1703     
EVNEGATIVE,RTO | Network Read Time Out,E1001     
,Ibibo Code BAJA is not currently active on merchant,E6010     
3DS_VERIFICATION_NEGATIVE,0,E328      
3DS_METHOD_NEGATIVE,3DS222 | ,E500      
AUCNEGATIVE,"Access denied, invalid endpoint",E500      
3DS_CHALLENGE_NEGATIVE,TRANSACTION_INVALID,E1602     
EVPOSITIVE,57 | Transaction not permitted to issuer/cardholder,E1642     
AUCNEGATIVE,910 | INVALID_TRANSACTION_TYPE,E231      
ALT_ID_PROV_ERROR,EA087|invalid_crypto_response,EA087     
AUCNEGATIVE,02 | UNKNOWN,E500      
REDIRECT,Application error,E308      
ACS_REDIRECT,Disable pg down time handling on UI so marked as bounced.,E804      
EVNEGATIVE,SERVER_FAILED | Please contact customer support quoting the support code.,E214      
3DS_CHALLENGE_POSITIVE,Marking transaction as dropped - CSW,E1206     
